Acceptor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
NCBDT-4Cl,CCCCCCCCc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3,,,{[$]CCCCCCCc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3},[C][C][C][C][C][C][C][C][C][=C][S][C][=C][Branch2][Branch2][N][C][Ring1][Branch1][=C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][S][C][=C][Branch1][#Branch1][C][Ring2][Ring1][Ring2][=Ring1][Branch1][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][C][=C][Branch2][Ring1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][Ring2][Branch1][Ring1][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][C][=C][Branch2][Ring1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][Ring2][Branch2][P]
NAI-FN-NAI(DT),CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c(c5)C(=O)c5cc(-c7ccc(-c8ccc9c%10c(cccc8%10)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C9=O)s7)ccc5-6)s4)ccc(c23)C1=O,,,{[$]CCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c(c5)C(=O)c5cc(-c7ccc(-c8ccc9c%10c(cccc8%10)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C9=O)s7)ccc5-6)s4)ccc(c23)C1=O},[C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch2][Branch2][O][C][=C][C][=C][Branch2][#Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch2][=Branch1][Ring1][C][=C][C][=C][Branch2][Branch1][Branch2][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring2][Ring2][Ring1][=O][S][Ring2][Ring2][N][=C][C][=C][Ring2][Branch1][C][Ring2][Branch1][#Branch1][S][Ring2][Branch1][#C][C][=C][C][=Branch1][Branch2][=C][Ring2][=Branch1][=Branch2][Ring2][=Branch1][Branch1][C][Ring2][=Branch1][=N][=O]
ITIC3,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc23)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc23)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][N][C][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch2][Branch1][Ring2][C][=C][Ring1][=Branch1][C][S][C][C][=C][Branch2][Ring1][N][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][=Branch1][C][=Ring2][Ring1][=Branch2][Ring2][Ring2][N][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1][Branch2][S][C][C][=C][Branch2][Ring1][N][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][=Branch2][=Ring2][Ring1][=Branch1][C][=C][Ring2][Branch2][Ring2]
IHIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][#Branch2][P][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][C][=C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][C][S][C][C][=C][Branch1][O][S][C][=Ring1][Branch1][C][=Ring1][Branch2][Ring2][Ring2][#Branch2][C][S][C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring1][O][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][#Branch1][=C]
NTIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3c2ccc2c4c(ccc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3c2ccc2c4c(ccc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][O][Branch1][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][C][=C][Ring2][Ring2][Ring2][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][Ring2][Branch1][Ring1][C][=C][Ring2][#Branch1][S]
p-IDTIDT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][P][Ring2][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch2][Ring2][O][C][=C][Ring1][=Branch1][C][S][C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][Ring2][Ring2][Branch2][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1][Ring2][S][C][C][=C][Branch1][#Branch1][S][C][Ring1][Branch2][=Ring1][Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][Ring1][=Branch1][C][Ring1][O][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][S][C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Branch1][Ring1][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][O][N]
CZC8,CCCCCCn1c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)ccc2c2ccc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)cc21,,,{[$]CCCCCn1c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)ccc2c2ccc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)cc21},[C][C][C][C][C][C][N][C][=C][C][Branch2][Ring1][P][C][=C][C][=C][Branch1][P][/C][=C][\S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][Branch2][=O][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][=C][C][=C][Ring2][Ring1][=Branch2][C][=C][C][=C][Branch2][Ring1][P][C][=C][C][=C][Branch1][P][/C][=C][\S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][Branch2][=O][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][C][=C][Ring2][Ring1][=Branch2][Ring2][Branch1][Ring1]
IDIC-4H,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][#Branch2][S][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch2][Ring2][O][C][=C][Ring1][=Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][Ring2][Ring2][Branch2][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][Ring2][=Branch1][#Branch1][C][=C][Ring2][#Branch1][N]
IT-OM-2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][N][Ring2][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch2][Branch1][Branch1][C][=C][Ring1][=Branch1][C][S][C][C][=C][Branch2][Ring1][=N][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][C][=Ring2][Ring1][#Branch2][Ring2][Ring2][=N][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1][=Branch2][S][C][C][=C][Branch2][Ring1][=N][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][=C][Ring2][Branch2][=Branch1]
IDT-FBTR,CCCCCCCCn1c(=C(C#N)C#N)sc(=Cc2ccc(-c3c(F)cc(-c4cc5c(s4)-c4cc6c(cc4C5(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)-c4sc(-c5cc(F)c(-c7ccc(C=c8sc(=C(C#N)C#N)n(CCCCCCCC)c8=O)s7)c7nsnc57)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c4nsnc34)s2)c1=O,,,{[$]CCCCCCCn1c(=C(C#N)C#N)sc(=Cc2ccc(-c3c(F)cc(-c4cc5c(s4)-c4cc6c(cc4C5(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)-c4sc(-c5cc(F)c(-c7ccc(C=c8sc(=C(C#N)C#N)n(CCCCCCCC)c8=O)s7)c7nsnc57)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c4nsnc34)s2)c1=O},[C][C][C][C][C][C][C][C][N][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Branch2][=C][#Branch1][=C][C][=C][C][=C][Branch2][=N][O][C][=C][Branch1][C][F][C][=C][Branch2][N][#Branch1][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][S][C][Branch2][Branch1][=N][C][=C][C][Branch1][C][F][=C][Branch2][Ring2][=Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][=C][S][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][N][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][Ring2][Ring1][C][=O][S][Ring2][Ring1][=Branch2][C][=N][S][N][=C][Ring2][Ring2][Ring1][Ring1][Branch1][=C][C][=Ring2][Ring2][Branch2][C][Ring2][=Branch1][=Branch1][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=N][S][N][=C][Ring2][Branch2][#C][Ring1][Branch1][S][Ring2][=Branch2][Ring2][C][Ring2][=Branch2][#C][=O]
F9IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c(sc6cc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c(sc6cc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][=N][=Branch1][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch2][Branch1][S][C][=C][Ring1][=Branch1][C][S][C][=C][Branch2][Ring2][=C][S][C][C][=C][Branch2][Ring1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][Ring2][Ring1][#Branch2][C][=Ring2][Ring1][=N][Ring2][Ring2][S][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1][N][S][C][=C][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][Ring2][Ring1][#Branch2][C][=C][Ring2][Branch2][N]
IT-4Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,,,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2][N][Branch2][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch2][Branch1][#Branch1][C][=C][Ring1][=Branch1][C][S][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][C][=Ring2][Ring1][#Branch2][Ring2][Ring2][=N][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1][=Branch2][S][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][=C][Ring2][Branch2][=Branch1]
IDTO-T-4F,CCCCCCCCOc1c(-c2ccc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)sc2c1C(C1=CCC(CCCCCC)C=C1)(c1ccc(CCCCCC)cc1)c1cc3c(cc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc(-c2ccc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)c1OCCCCCCCC,,,{[$]CCCCCCCOc1c(-c2ccc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)sc2c1C(C1=CCC(CCCCCC)C=C1)(c1ccc(CCCCCC)cc1)c1cc3c(cc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc(-c2ccc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)c1OCCCCCCCC},[C][C][C][C][C][C][C][C][O][C][=C][Branch2][Ring2][#Branch2][C][=C][C][=C][Branch2][Ring1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][Ring2][Ring1][#Branch1][S][C][=C][Ring2][Ring1][N][C][Branch1][P][C][=C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][P][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Ring1][#C][S][C][Branch2][Ring2][#Branch2][C][=C][C][=C][Branch2][Ring1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][N][O][C][C][C][C][C][C][C][C]
IDT-BOC6,CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCCCCCC)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c(OCCCCCC)cc1C=C1C(=O)c2ccccc2C1=C(C#N)C#N,,,{[$]CCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCCCCCC)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c(OCCCCCC)cc1C=C1C(=O)c2ccccc2C1=C(C#N)C#N},[C][C][C][C][C][C][O][C][=C][C][Branch2][O][#C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][S][C][Branch2][Branch1][Branch1][C][=C][C][Branch1][Branch2][O][C][C][C][C][C][C][=C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][C][=C][Ring2][Ring1][=N][O][C][C][C][C][C][C][=C][C][=Ring2][Ring2][=Branch2][C][Ring2][=Branch1][#Branch1][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N][=C][Branch1][Branch2][O][C][C][C][C][C][C][C][=C][Ring2][=Branch2][Ring1][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N]
